0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000001, 0.000000, 0.000000
0.000464, 0.000074, 0.000001
0.000469, 0.000041, 0.000001
0.000736, 0.000064, 0.000000
0.000471, 0.000047, 0.000001
0.000991, 0.000248, 0.000001
0.001150, 0.000330, 0.000001
0.001146, 0.000224, 0.000001
0.001166, 0.000212, 0.000000
0.000956, 0.000112, 0.000001
0.001115, 0.000191, 0.000001
0.001094, 0.000260, 0.000001
0.001130, 0.000212, 0.000001
0.001165, 0.000212, 0.000001
0.001453, 0.000301, 0.000001
0.001820, 0.000395, 0.000001
0.001665, 0.000425, 0.000001
0.001763, 0.000240, 0.000002
0.001513, 0.000217, 0.000001
0.001892, 0.000270, 0.000001
0.001744, 0.000254, 0.000002
0.001646, 0.000486, 0.000002
0.001673, 0.000340, 0.000002
0.001656, 0.000230, 0.000002
0.001754, 0.000537, 0.000002
0.001732, 0.000398, 0.000001
0.001752, 0.000393, 0.000002
0.001728, 0.000436, 0.000021
0.001850, 0.000390, 0.000002
0.002033, 0.000744, 0.000002
0.001977, 0.000551, 0.000003
0.002129, 0.000661, 0.000003
0.002340, 0.000596, 0.000003
0.002200, 0.000574, 0.000003
0.002422, 0.000641, 0.000003
0.002642, 0.000610, 0.000003
0.002506, 0.000731, 0.000003
0.002456, 0.000519, 0.000003
0.002674, 0.000595, 0.000003
0.002512, 0.000591, 0.000003
0.003537, 0.000657, 0.000004
0.003163, 0.000624, 0.000003
0.003553, 0.000725, 0.000004
0.002863, 0.000631, 0.000004
0.003203, 0.000719, 0.000004
0.003541, 0.000687, 0.000005
0.002692, 0.000785, 0.000004
0.002503, 0.000843, 0.000003
0.002601, 0.000584, 0.000004
0.002366, 0.000473, 0.000004
0.002772, 0.000827, 0.000004
0.002691, 0.000508, 0.000004
0.002534, 0.000567, 0.000004
0.002684, 0.000535, 0.000003
0.002638, 0.000613, 0.000004
0.002434, 0.000548, 0.000005
0.002500, 0.000589, 0.000005
0.002564, 0.000740, 0.000004
0.002595, 0.000550, 0.000004
0.002346, 0.000526, 0.000004
0.004429, 0.000624, 0.000005
0.003215, 0.001743, 0.000006
0.002891, 0.001438, 0.000005
0.003271, 0.001546, 0.000006
0.003604, 0.001618, 0.000006
0.003280, 0.001421, 0.000005
0.003003, 0.001219, 0.000005
0.003833, 0.001487, 0.000006
0.004136, 0.001864, 0.000028
0.004245, 0.001310, 0.000007
0.004084, 0.001301, 0.000006
0.003755, 0.001406, 0.000005
0.004600, 0.001197, 0.000006
0.003924, 0.001318, 0.000006
0.004219, 0.001448, 0.000006
0.004772, 0.001385, 0.000005
0.004677, 0.001680, 0.000006
0.004770, 0.001579, 0.000006
0.004423, 0.001397, 0.000006
0.004601, 0.001292, 0.000006
0.004155, 0.001440, 0.000007
0.005664, 0.001570, 0.000007
